NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
3,['pyrimethanil'],['pyrimethanil'],['PYRIMETHANIL'],['53112-28-0'],['pyrimethanil'],['8661'],['pyrmtnl'],[91650],['53112-28-0'],[91650],[],['pyrimethanil'],[],[],,[],[],True,PubChemCompound,,['53112-28-0'],[],ChemischeStof,μg/L,PubChemCid 91650
3,['bitertanol'],['bitertanol'],['BITERTANOL'],['55179-31-2'],['bitertanol'],['8054'],['bittnl'],[91656],['55179-31-2'],[91656],[],['bitertanol'],[],[],,[],[],True,PubChemCompound,,['55179-31-2'],[],ChemischeStof,μg/L,PubChemCid 91656
2,"[""2,2',4,6,6'-pentachloorbifenyl""]","[""2,2 '\xa0,\xa04,6,6'-pentachlorobiphenyl""]",[],['56558-16-8'],"[""2,2',4,6,6'-pentachloorbifenyl""]",['1296'],['PCB104'],[91662],['56558-16-8'],[91662],[],[],[],[],,[],[],True,PubChemCompound,,['56558-16-8'],[],ChemischeStof,μg/L,PubChemCid 91662
3,['tolclofos-methyl'],['tolclofos-methyl'],['TOLCLOFOS_METHYL'],['57018-04-9'],['tolclofos-methyl'],['8590'],['tolcfsC1y'],[91664],['57018-04-9'],[91664],[],['tolclofos-methyl'],[],[],,[],[],True,PubChemCompound,,['57018-04-9'],[],ChemischeStof,μg/L,PubChemCid 91664
2,['pyroquilon'],['pyroquilon'],[],['57369-32-1'],['pyroquilon'],['8944'],['pyrqln'],[91665],['57369-32-1'],[91665],[],[],[],[],,[],[],True,PubChemCompound,,['57369-32-1'],[],ChemischeStof,μg/L,PubChemCid 91665
1,"['2,6-diamino-4-nitrotolueen']","['2,6-diamino-4-nitrotoluene']",[],['59229-75-3'],[],[],['26DAo4NO2Tol'],[91671],['59229-75-3'],[91671],[],[],[],[],,[],[],True,PubChemCompound,,['59229-75-3'],[],ChemischeStof,μg/L,PubChemCid 91671
2,['etaconazool'],['etaconazole'],[],['60207-93-4'],['etaconazool'],['8858'],['etcnzl'],[91673],['60207-93-4'],[91673],[],[],[],[],,[],[],True,PubChemCompound,,['60207-93-4'],[],ChemischeStof,μg/L,PubChemCid 91673
1,[],"[""2,3 ', 4,6-tetrachlorobiphenyl""]",[],['60233-24-1'],"[""2,3',4,6-tetrachloorbifenyl""]",['1261'],[],[91674],['60233-24-1'],[91674],[],[],[],[],µg/L,['60233-24-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91674
3,['flurochloridon'],"['fluorchloridone', 'flurochloridon']",['FLUORCHLORIDON'],['61213-25-0'],['fluorchloridon'],['8327'],['flurcrdn'],[91677],['61213-25-0'],[91677],[],['fluorchloridon'],[],[],,[],[],True,PubChemCompound,,['61213-25-0'],[],ChemischeStof,μg/L,PubChemCid 91677
1,[],"[""2.2 ', 3.3', 4,6-hexachlorobiphenyl""]",[],['61798-70-7'],"[""2,2',3,3',4,6-hexachloorbifenyl""]",['1323'],[],[91680],['61798-70-7'],[91680],[],[],[],[],µg/L,['61798-70-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91680
3,['nuarimol'],['nuarimol'],['NUARIMOL'],['63284-71-9'],['nuarimol'],['8466'],['nuarml'],[91683],['63284-71-9'],[91683],[],['nuarimol'],[],[],,[],[],True,PubChemCompound,,['63284-71-9'],[],ChemischeStof,μg/L,PubChemCid 91683
2,"['4,5-dichloor-2-octyl-2H-isothiazool-3-on']","['4,5-dichloro-2-octyl-2H-isothiazol-3-one', '4,5-dichloro-2-octyl-isothiazolone']",[],['64359-81-5'],"['4,5-dichloor-2-octyl-isothiazolon']",['2335'],['45DCl2C8y2Hi'],[91688],['64359-81-5'],[91688],[],[],[],[],,[],[],True,PubChemCompound,,['64359-81-5'],[],ChemischeStof,μg/L,PubChemCid 91688
3,['pencycuron'],['pencycuron'],['PENCYCURON'],['66063-05-6'],['pencycuron'],['8487'],['penccrn'],[91692],['66063-05-6'],[91692],[],['pencycuron'],[],[],,[],[],True,PubChemCompound,,['66063-05-6'],[],ChemischeStof,μg/L,PubChemCid 91692
3,['penconazool'],['penconazole'],['PENCONAZOOL'],['66246-88-6'],['penconazool'],['8486'],['pencnzl'],[91693],['66246-88-6'],[91693],[],['penconazool'],[],[],,[],[],True,PubChemCompound,,['66246-88-6'],[],ChemischeStof,μg/L,PubChemCid 91693
3,['fenpropidin'],['fenpropidin'],['FENPROPIDIN'],['67306-00-7'],['fenpropidin'],['8869'],['fenppdn'],[91694],['67306-00-7'],[91694],[],['fenpropidin'],[],[],,[],[],True,PubChemCompound,,['67306-00-7'],[],ChemischeStof,μg/L,PubChemCid 91694
1,['traseolide'],['traseolide'],[],['68140-48-7'],[],[],['ATTI'],[91696],['68140-48-7'],[91696],[],[],[],[],,[],[],True,PubChemCompound,,['68140-48-7'],[],ChemischeStof,μg/L,PubChemCid 91696
3,['triflumizool'],['triflumizole'],['TRIFLUMIZOOL'],"['68694-11-1', '99387-89-0']",['triflumizool'],['8967'],['Tfmzl'],[91699],"['68694-11-1', '99387-89-0']",[91699],[],['triflumizool'],[],[],,[],[],True,PubChemCompound,,['68694-11-1'],[],ChemischeStof,μg/L,PubChemCid 91699
2,['fluazifop'],['fluazifop'],[],['69335-91-7'],['fluazifop'],['8676'],['fluazfp'],[91701],['69335-91-7'],[91701],[],[],[],[],,[],[],True,PubChemCompound,,['69335-91-7'],[],ChemischeStof,μg/L,PubChemCid 91701
1,[],"[""2,3,3 ', 4,5'-Pentachlorobiphenyl""]",[],['70362-41-3'],"[""2,3,3',4,5'-pentachloorbifenyl""]",['1300'],[],[91704],['70362-41-3'],[91704],[],[],[],[],µg/L,['70362-41-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91704
1,[],"[""2,3,3 ', 5-tetrachlorobiphenyl""]",[],['70424-67-8'],"[""2,3,3',5-tetrachloorbifenyl""]",['1249'],[],[91705],['70424-67-8'],[91705],[],[],[],[],µg/L,['70424-67-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91705
3,['fenoxaprop-P-ethyl'],"['fenoxaprop-P-ethyl', 'fenoxaprop-p-ethyl']",['FENOXAPROP_P_ETHYL'],['71283-80-2'],['fenoxaprop-p-ethyl'],['8868'],['fenxppPC2y'],[91707],['71283-80-2'],[91707],[],['fenoxaprop-p-ethyl'],[],[],,[],[],True,PubChemCompound,,['71283-80-2'],[],ChemischeStof,μg/L,PubChemCid 91707
2,['chloorfluazuron'],['chlorofluazuron'],[],['71422-67-8'],['chloorfluazuron'],['8785'],['Clfazrn'],[91708],['71422-67-8'],[91708],[],[],[],[],,[],[],True,PubChemCompound,,['71422-67-8'],[],ChemischeStof,μg/L,PubChemCid 91708
2,['chryseen'],['chrysene'],[],['218-01-9'],['chryseen'],['1172'],['Chr'],[9171],['218-01-9'],[9171],[],[],[],[],,[],[],True,PubChemCompound,,['218-01-9'],[],ChemischeStof,μg/L,PubChemCid 9171
2,['mefenacet'],['mefenacet'],[],['73250-68-7'],['mefenacet'],['8906'],['mefnct'],[91716],['73250-68-7'],[91716],[],[],[],[],,[],[],True,PubChemCompound,,['73250-68-7'],[],ChemischeStof,μg/L,PubChemCid 91716
1,[],"[""2,3 ', 4,5-tetrachlorobiphenyl""]",[],['73575-53-8'],"[""2,3',4,5-tetrachloorbifenyl""]",['1259'],[],[91717],['73575-53-8'],[91717],[],[],[],[],µg/L,['73575-53-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91717
1,[],"[""2,3,3 ', 6-tetrachlorobiphenyl""]",[],['74472-33-6'],"[""2,3,3',6-tetrachloorbifenyl""]",['1251'],[],[91718],['74472-33-6'],[91718],[],[],[],[],µg/L,['74472-33-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91718
1,[],"[""2,3,3 ', 5,6-pentachlorobiphenyl""]",[],['74472-36-9'],"[""2,3,3',5,6-pentachloorbifenyl""]",['1304'],[],[91719],['74472-36-9'],[91719],[],[],[],[],µg/L,['74472-36-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91719
1,[],"[""2,3,4,4 ', 6-pentachlorobiphenyl""]",[],['74472-38-1'],"[""2,3,4,4',6-pentachloorbifenyl""]",['1307'],[],[91720],['74472-38-1'],[91720],[],[],[],[],µg/L,['74472-38-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91720
2,"[""2,2',3,4,4',5,6,6'-octachloorbifenyl""]","[""2,2 ', 3,4,4',\xa05,6,\xa06'-octachloorbifenyl""]",[],['74472-52-9'],"[""2,2',3,4,4',5,6,6'-octachloorbifenyl""]",['1396'],['PCB204'],[91721],['74472-52-9'],[91721],[],[],[],[],,[],[],True,PubChemCompound,,['74472-52-9'],[],ChemischeStof,μg/L,PubChemCid 91721
1,[],"[""2,3,3 ', 4,4', 5,5 ', 6-octachlorobiphenyl""]",[],['74472-53-0'],"[""2,3,3',4,4',5,5',6-octachloorbifenyl""]",['1397'],[],[91722],['74472-53-0'],[91722],[],[],[],[],µg/L,['74472-53-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91722
1,[],"[""2,2 ', 3,4', 5,6,6'-Heptachlorobiphenyl""]",[],['74487-85-7'],"[""2,2',3,4',5,6,6'-heptachloorbifenyl""]",['1380'],[],[91723],['74487-85-7'],[91723],[],[],[],[],µg/L,['74487-85-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91723
3,['fenpiclonil'],['fenpiclonil'],['FENPICLONIL'],['74738-17-3'],['fenpiclonil'],['8305'],['fenpcnl'],[91724],['74738-17-3'],[91724],[],['fenpiclonil'],[],[],,[],[],True,PubChemCompound,,['74738-17-3'],[],ChemischeStof,μg/L,PubChemCid 91724
2,['flutriafol'],['flutriafol'],[],['76674-21-0'],['flutriafol'],['8332'],['fluTafl'],[91727],['76674-21-0'],[91727],[],[],[],[],,[],[],True,PubChemCompound,,['76674-21-0'],[],ChemischeStof,μg/L,PubChemCid 91727
1,[],"[""2,3,3 ', 4', 5'-pentachlorobiphenyl""]",[],['76842-07-4'],"[""2,3,3',4',5'-pentachloorbifenyl""]",['1314'],[],[91728],['76842-07-4'],[91728],[],[],[],[],µg/L,['76842-07-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91728
2,['thifensulfuron'],"['thiameturon', 'thifensulfuron']",[],['79277-67-1'],['thiameturon'],['8577'],['thifsfrn'],[91729],['79277-67-1'],[91729],[],[],[],[],,[],[],True,PubChemCompound,,['79277-67-1'],[],ChemischeStof,μg/L,PubChemCid 91729
3,['fluazinam'],['fluazinam'],['FLUAZINAM'],['79622-59-6'],['fluazinam'],['8694'],['fluaznm'],[91731],['79622-59-6'],[91731],[],['fluazinam'],[],[],,[],[],True,PubChemCompound,,['79622-59-6'],[],ChemischeStof,μg/L,PubChemCid 91731
1,['fluazifop-P'],['fluazifop-P'],[],['83066-88-0'],[],[],['fluazfpP'],[91733],['83066-88-0'],[91733],[],[],[],[],,[],[],True,PubChemCompound,,['83066-88-0'],[],ChemischeStof,μg/L,PubChemCid 91733
3,['teflubenzuron'],['teflubenzuron'],['TEFLUBENZURON'],['83121-18-0'],['teflubenzuron'],['8558'],['tefbzrn'],[91734],['83121-18-0'],[91734],[],['teflubenzuron'],[],[],,[],[],True,PubChemCompound,,['83121-18-0'],[],ChemischeStof,μg/L,PubChemCid 91734
3,['diflufenican'],['diflufenican'],['DIFLUFENICAN'],['83164-33-4'],['diflufenican'],['8674'],['Dffncn'],[91735],['83164-33-4'],[91735],[],['diflufenican'],[],[],,[],[],True,PubChemCompound,,['83164-33-4'],[],ChemischeStof,μg/L,PubChemCid 91735
2,['diniconazool'],['diniconazole'],[],['83657-24-3'],['diniconazol'],['8243'],['Dncnzl'],[91738],['83657-24-3'],"[91738, 6086269, 6436605]",[],[],[],[],,[],[],True,PubChemCompound,,['83657-24-3'],[],ChemischeStof,μg/L,"PubChemCid 91738, PubChemCid 6086269, PubChemCid 6436605"
1,[],['quinclorac'],[],['84087-01-4'],['quinclorac'],['8945'],[],[91739],['84087-01-4'],[91739],[],[],[],[],µg/L,['84087-01-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 91739
1,['esprocarb'],['esprocarb'],[],['85785-20-2'],[],[],['espcb'],[91740],['85785-20-2'],[91740],[],[],[],[],,[],[],True,PubChemCompound,,['85785-20-2'],[],ChemischeStof,μg/L,PubChemCid 91740
2,['hexaflumuron'],['hexaflumuron'],[],['86479-06-3'],['hexaflumuron'],['8787'],['Hxfmrn'],[91741],['86479-06-3'],[91741],[],[],[],[],,[],[],True,PubChemCompound,,['86479-06-3'],[],ChemischeStof,μg/L,PubChemCid 91741
3,['diethofencarb'],['diethofencarb'],['DIETHOFENCARB'],['87130-20-9'],['diethofencarb'],['8221'],['Detfcb'],[91742],['87130-20-9'],[91742],[],['diethofencarb'],[],[],,[],[],True,PubChemCompound,,['87130-20-9'],[],ChemischeStof,μg/L,PubChemCid 91742
3,['haloxyfop-ethoxyethyl'],['haloxyfop-ethoxyethyl'],['HALOXYFOP_ETHOXYETHYL'],['87237-48-7'],['haloxyfop-ethoxyethyl'],['8357'],['halOxfC2oxC2'],[91743],['87237-48-7'],[91743],[],['haloxyfop-ethoxyethyl'],[],[],,[],[],True,PubChemCompound,,['87237-48-7'],[],ChemischeStof,μg/L,PubChemCid 91743
3,['dimethenamide'],['dimethenamid'],['DIMETHENAMIDE'],['87674-68-8'],['dimetheenamide'],['8682'],['DmtAd'],[91744],['87674-68-8'],[91744],[],['dimethenamide'],[],[],,[],[],True,PubChemCompound,,['87674-68-8'],[],ChemischeStof,μg/L,PubChemCid 91744
3,['quinmerac'],['quinmerac'],['QUINMERAC'],['90717-03-6'],['quinmerac'],['9019'],['quinmrc'],[91749],['90717-03-6'],[91749],[],['quinmerac'],[],[],,[],[],True,PubChemCompound,,['90717-03-6'],[],ChemischeStof,μg/L,PubChemCid 91749
3,['prosulfuron'],['prosulfuron'],['PROSULFURON'],['94125-34-5'],['prosulfuron'],['8719'],['prosfrn'],[91751],['94125-34-5'],[91751],[],['prosulfuron'],[],[],,[],[],True,PubChemCompound,,['94125-34-5'],[],ChemischeStof,μg/L,PubChemCid 91751
2,['cadusafos'],"['cadusafos', 'cadusofos']",[],['95465-99-9'],['cadusofos'],['8821'],['cadsfs'],[91752],['95465-99-9'],[91752],[],[],[],[],,[],[],True,PubChemCompound,,['95465-99-9'],[],ChemischeStof,μg/L,PubChemCid 91752
4,['pyriproxyfen'],"['Pyriproxifen', 'pyriproxyfen']","['PYRIPROXIFEN', 'PYRIPROXYFEN']",['95737-68-1'],['pyriproxyfen'],['8692'],['pyrpxfn'],[91753],['95737-68-1'],[91753],[],"['pyriproxifen', 'pyriproxyfen']",[],[],,[],[],True,PubChemCompound,,['95737-68-1'],[],ChemischeStof,μg/L,PubChemCid 91753
3,['pyridaben'],['pyridaben'],['PYRIDABEN'],['96489-71-3'],['pyridaben'],['8691'],['pyrdbn'],[91754],['96489-71-3'],[91754],[],['pyridaben'],[],[],,[],[],True,PubChemCompound,,['96489-71-3'],[],ChemischeStof,μg/L,PubChemCid 91754
1,['flurtamon'],['flurtamon'],[],['96525-23-4'],[],[],['flrtmn'],[91755],['96525-23-4'],[91755],[],[],[],[],,[],[],True,PubChemCompound,,['96525-23-4'],[],ChemischeStof,μg/L,PubChemCid 91755
4,['fosthiazaat'],"['Fosthiazate', 'fosthiazate']","['FOSTHIAZAAT', 'FOSTHIAZATE']",['98886-44-3'],['fosthiazaat'],['8712'],['fostazt'],[91758],['98886-44-3'],[91758],[],"['fosthiazaat', 'fosthiazate']",[],[],,[],[],True,PubChemCompound,,['98886-44-3'],[],ChemischeStof,μg/L,PubChemCid 91758
1,"['dibenzo(a,j)antraceen']","['dibenzo (a\xa0, j\xa0) anthracene']",[],['224-41-9'],[],[],['DBajAnt'],[9176],['224-41-9'],[9176],[],[],[],[],,[],[],True,PubChemCompound,,['224-41-9'],[],ChemischeStof,μg/L,PubChemCid 9176
3,['sulcotrion'],['sulcotrione'],['SULCOTRION'],['99105-77-8'],['sulcotrione'],['8704'],['sulcton'],[91760],['99105-77-8'],[91760],[],['sulcotrion'],[],[],,[],[],True,PubChemCompound,,['99105-77-8'],[],ChemischeStof,μg/L,PubChemCid 91760
2,['flufenoxuron'],['flufenoxuron'],[],['101463-69-8'],['flufenoxuron'],['8754'],['flufnxrn'],[91766],['101463-69-8'],[91766],[],[],[],[],,[],[],True,PubChemCompound,,['101463-69-8'],[],ChemischeStof,μg/L,PubChemCid 91766
2,['tau-fluvalinaat'],"['Fluvalinate (tau)', 'tau fluvalinate']",['FLUVALINAAT_(TAU_)'],['102851-06-9'],[],[],['taufvlnt'],[91768],['102851-06-9'],[91768],[],['fluvalinaat-(tau-)'],[],[],,[],[],True,PubChemCompound,,['102851-06-9'],[],ChemischeStof,μg/L,PubChemCid 91768
1,"['dibenz(a,j)acridine']","['dibenz (a\xa0, j\xa0) acridine']",[],['224-42-0'],[],[],['Dbenzajacdne'],[9177],['224-42-0'],[9177],[],[],[],[],,[],[],True,PubChemCompound,,['224-42-0'],[],ChemischeStof,μg/L,PubChemCid 9177
2,['difethialon'],['difethialone'],['DIFETHIALON'],['104653-34-1'],[],[],['Dftiln'],[91771],['104653-34-1'],[91771],[],['difethialon'],[],[],,[],[],True,PubChemCompound,,['104653-34-1'],[],ChemischeStof,μg/L,PubChemCid 91771
2,['tebufenozide'],['tebufenozide'],[],['112410-23-8'],['tebufenozide'],['8757'],['tebfnzde'],[91773],['112410-23-8'],[91773],[],[],[],[],,[],[],True,PubChemCompound,,['112410-23-8'],[],ChemischeStof,μg/L,PubChemCid 91773
3,['amidosulfuron'],['amidosulfuron'],['AMIDOSULFURON'],['120923-37-7'],['amidosulfuron'],['8705'],['amdsfrn'],[91777],['120923-37-7'],[91777],[],['amidosulfuron'],[],[],,[],[],True,PubChemCompound,,['120923-37-7'],[],ChemischeStof,μg/L,PubChemCid 91777
2,['chloorfenapyr'],['chlorfenapyr'],[],['122453-73-0'],['chloorfenapyr'],['8827'],['Clfapr'],[91778],['122453-73-0'],[91778],[],[],[],[],,[],[],True,PubChemCompound,,['122453-73-0'],[],ChemischeStof,μg/L,PubChemCid 91778
3,['rimsulfuron'],['rimsulfuron'],['RIMSULFURON'],['122931-48-0'],['rimsulfuron'],['8723'],['rimsfrn'],[91779],['122931-48-0'],[91779],[],['rimsulfuron'],[],[],,[],[],True,PubChemCompound,,['122931-48-0'],[],ChemischeStof,μg/L,PubChemCid 91779
1,"['dibenz(a,h)acridine']","['dibenz (a\xa0, h\xa0) acridine']",[],['226-36-8'],[],[],['Dbenzahacdne'],[9183],['226-36-8'],[9183],[],[],[],[],,[],[],True,PubChemCompound,,['226-36-8'],[],ChemischeStof,μg/L,PubChemCid 9183
1,[],['benzoquinoline'],[],['230-27-3'],['benzochinoline'],['1402'],[],[9191],['230-27-3'],[9191],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9191
1,['benzo(b)fluoreen'],['benzo (b) fluorene'],[],['243-17-4'],[],[],['BbFle'],[9201],['243-17-4'],[9201],[],[],[],[],,[],[],True,PubChemCompound,,['243-17-4'],[],ChemischeStof,μg/L,PubChemCid 9201
1,"['1,7-naftyridine']","['1,7-Naphthyridine']",[],['253-69-0'],[],[],['17naftrdne'],[9209],['253-69-0'],[9209],[],[],[],[],,[],[],True,PubChemCompound,,['253-69-0'],[],ChemischeStof,μg/L,PubChemCid 9209
1,[],['Gibberellin-A4-A7'],['GIBBERELLIN_A4_A7'],['468-44-0'],[],[],[],[92109],['468-44-0'],"[92109, 92782, 443457, 443460, 622971, 3034393, 5148036, 49868293, 49868310, 50918865, 71306853, 86287401, 90473946, 146159052]",[],['gibberellin-a4-a7'],[],[],,[],[],True,PubChemCompound,,[],"['468-44-0', '510-75-8']",,μg/L,"PubChemCid 92109, PubChemCid 92782, PubChemCid 443457, PubChemCid 443460, PubChemCid 622971, PubChemCid 3034393, PubChemCid 5148036, PubChemCid 49868293, PubChemCid 49868310, PubChemCid 50918865, PubChemCid 71306853, PubChemCid 86287401, PubChemCid 90473946, PubChemCid 146159052"
1,"['5H-dibenz[b,f]azepine']","['5H-dibenz [b\xa0, f\xa0] azepine']",[],['256-96-2'],[],[],['5HDbenzbfazp'],[9212],['256-96-2'],[9212],[],[],[],[],,[],[],True,PubChemCompound,,['256-96-2'],[],ChemischeStof,μg/L,PubChemCid 9212
1,['5-beta-cholestan-3-one'],['5-beta-cholestan-3-one'],[],['601-53-6'],[],[],['5bcholet3on'],[92132],['601-53-6'],[92132],[],[],[],[],,[],[],True,PubChemCompound,,['601-53-6'],[],ChemischeStof,μg/L,PubChemCid 92132
2,['acridine'],"['acridine', 'dibenzopyridine']",[],['260-94-6'],['dibenzopyridine'],['1405'],['acdne'],[9215],['260-94-6'],[9215],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['260-94-6'],[],ChemischeStof,μg/L,PubChemCid 9215
1,[],"['2-ethyl-4-methyl-1,3-dioxolane']",[],['4359-46-0'],"['2-ethyl-4-methyl-1,3-dioxolaan']",['2167'],[],[92210],['4359-46-0'],[92210],[],[],[],[],µg/L,['4359-46-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92210
1,[],['benzofuran'],[],['271-89-6'],['benzofuraan'],['1552'],[],[9223],['271-89-6'],[9223],[],[],[],[],µg/L,['271-89-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9223
1,['cashmeran'],['cashmeran'],[],['33704-61-9'],[],[],['DPMI'],[92292],['33704-61-9'],[92292],[],[],[],[],,[],[],True,PubChemCompound,,['33704-61-9'],[],ChemischeStof,μg/L,PubChemCid 92292
2,['tebutam'],['tebutam'],[],['35256-85-0'],['tebutam'],['8554'],['tebtm'],[92299],['35256-85-0'],[92299],[],[],[],[],,[],[],True,PubChemCompound,,['35256-85-0'],[],ChemischeStof,μg/L,PubChemCid 92299
1,[],['azulene'],[],['275-51-4'],['azuleen'],['1164'],[],[9231],['275-51-4'],[9231],[],[],[],[],µg/L,['275-51-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9231
2,['pyridafol'],"['6-chloro-4-hydroxy-3-phenylpyridazine', 'pyridafol']",[],['40020-01-7'],['6-chloor-4-hydroxy-3-fenylpyridazine'],['8315'],['pyrdfl'],[92316],['40020-01-7'],[92316],[],[],[],[],,[],[],True,PubChemCompound,,['40020-01-7'],[],ChemischeStof,μg/L,PubChemCid 92316
3,['aclonifen'],['aclonifen'],['ACLONIFEN'],['74070-46-5'],['aclonifen'],['8001'],['acnfn'],[92389],['74070-46-5'],[92389],[],['aclonifen'],[],[],,[],[],True,PubChemCompound,,['74070-46-5'],[],ChemischeStof,μg/L,PubChemCid 92389
1,[],"[""2,2 ', 3,4', 5,6'-hexachlorobiphenyl""]",[],['74472-41-6'],"[""2,2',3,4',5,6'-hexachloorbifenyl""]",['1340'],[],[92391],['74472-41-6'],[92391],[],[],[],[],µg/L,['74472-41-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92391
1,[],"[""2,2 ', 3,4,4', 6,6'-Heptachlorobiphenyl""]",[],['74472-48-3'],"[""2,2',3,4,4',6,6'-heptachloorbifenyl""]",['1376'],[],[92392],['74472-48-3'],[92392],[],[],[],[],µg/L,['74472-48-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92392
1,['cinosulfuron'],['cinosulfuron'],[],['94593-91-6'],[],[],['cinsfrn'],[92420],['94593-91-6'],[92420],[],[],[],[],,[],[],True,PubChemCompound,,['94593-91-6'],[],ChemischeStof,μg/L,PubChemCid 92420
3,['trinexapac-ethyl'],['trinexapac-ethyl'],['TRINEXAPAC_ETHYL'],['95266-40-3'],['trinexapac-ethyl'],['8968'],['TnxpcC2y'],[92421],['95266-40-3'],[92421],[],['trinexapac-ethyl'],[],[],,[],[],True,PubChemCompound,,['95266-40-3'],[],ChemischeStof,μg/L,PubChemCid 92421
3,['flumioxazin'],['flumioxazine'],['FLUMIOXAZIN'],['103361-09-7'],['flumioxazin'],['8797'],['flumoxzn'],[92425],['103361-09-7'],[92425],[],['flumioxazin'],[],[],,[],[],True,PubChemCompound,,['103361-09-7'],[],ChemischeStof,μg/L,PubChemCid 92425
2,['silafluofen'],['silafluofen'],[],['105024-66-6'],['silafluofen'],['8948'],['silfofn'],[92430],['105024-66-6'],[92430],[],[],[],[],,[],[],True,PubChemCompound,,['105024-66-6'],[],ChemischeStof,μg/L,PubChemCid 92430
3,['clodinafop-propargyl'],['clodinafop-propargyl'],['CLODINAFOP_PROPARGYL'],['105512-06-9'],['clodinafop-propargyl'],['8796'],['clodnfppgl'],[92431],['105512-06-9'],[92431],[],['clodinafop-propargyl'],[],[],,[],[],True,PubChemCompound,,['105512-06-9'],[],ChemischeStof,μg/L,PubChemCid 92431
3,['triflusulfuron-methyl'],['triflusulfuron-methyl'],['TRIFLUSULFURON_METHYL'],['126535-15-7'],['triflusulfuron-methyl'],['8727'],['TfsfrnC1y'],[92434],['126535-15-7'],[92434],[],['triflusulfuron-methyl'],[],[],,[],[],True,PubChemCompound,,['126535-15-7'],[],ChemischeStof,μg/L,PubChemCid 92434
1,['piproctanyl'],['piproctanyl'],[],['69309-47-3'],[],[],['piptnl'],[92514],['69309-47-3'],[92514],[],[],[],[],,[],[],True,PubChemCompound,,['69309-47-3'],[],ChemischeStof,μg/L,PubChemCid 92514
1,['cyclopentaan'],['cyclopentane'],[],['287-92-3'],[],[],['ccC5a'],[9253],['287-92-3'],[9253],[],[],[],[],,[],[],True,PubChemCompound,,['287-92-3'],[],ChemischeStof,μg/L,PubChemCid 9253
1,[],['2-chloro-5-methylbenzenesulfonate'],[],['56919-12-1'],['2-chloor-5-methylbenzeensulfonaat'],['2221'],[],[92567],['56919-12-1'],[92567],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['56919-12-1'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 92567
1,[],['pyrimidine'],[],['289-95-2'],['pyrimidine'],['8530'],[],[9260],['289-95-2'],[9260],[],[],[],[],µg/L,['289-95-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9260
1,['cyclododecaan'],['cyclododecane'],[],['294-62-2'],[],[],['cycC12a'],[9268],['294-62-2'],[9268],[],[],[],[],,[],[],True,PubChemCompound,,['294-62-2'],[],ChemischeStof,μg/L,PubChemCid 9268
2,['telodrin'],"['telodrin', 'telodrine']",[],['297-78-9'],['telodrine'],['8560'],['teldn'],[9271],['297-78-9'],[9271],[],[],[],[],,[],[],True,PubChemCompound,,['297-78-9'],[],ChemischeStof,μg/L,PubChemCid 9271
1,[],['thionazine'],[],['297-97-2'],['thionazine'],['8587'],[],[9272],['297-97-2'],[9272],[],[],[],[],µg/L,['297-97-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9272
2,['demeton-O'],['demeton-O'],[],['298-03-3'],['demeton-O'],['8728'],['demtnO'],[9273],['298-03-3'],[9273],[],[],[],[],,[],[],True,PubChemCompound,,['298-03-3'],[],ChemischeStof,μg/L,PubChemCid 9273
1,[],['methylphenidate'],[],['298-59-9'],['methylfenidaat'],['6138'],[],[9280],['298-59-9'],[9280],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['298-59-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 9280
